시군,업종,2024,2026
구리시,호텔,7.055912093284105,4.427923651433164
구리시,캠핑장/펜션,8.293909674371053,2.4253042202090094
구리시,렌터카,0.02659583566228561,4.8758055120362656
구미시,일반외식업,5315.510243989519,4850.823805382639
구미시,육상운송,5906.859510335746,6765.102727893831
구미시,기타관광쇼핑,3326.584236439888,3338.8309681145415
구미시,대형쇼핑몰,1703.8100075709804,1254.3232012579497
구미시,제과음료업,660.3017967422868,674.3319644586471
구미시,골프장,438.08716404839294,376.5979937854469
구미시,기타숙박,259.2211349702413,218.1686579088053
구미시,뷰티,350.969901974712,349.01927347971593
구미시,레저용품쇼핑,243.90798402860415,210.9401296971501
구미시,기타레저,232.2644930560358,173.86549476933249
구미시,문화서비스,62.297630715809106,59.53403532377457
구미시,여행업,0.6468322198302906,0.6134685433575985
구미시,호텔,43.49560577665687,50.899423862380154
구미시,캠핑장/펜션,3.3125168280283668,2.4887467733111928
구미시,렌터카,7.1664263189852635,7.547331628747303
군산시,일반외식업,4480.35494136839,4665.951078844208
군산시,육상운송,4751.227239649875,6329.7352457514435
군산시,기타관광쇼핑,3144.1970881891484,3321.6121103943606
군산시,대형쇼핑몰,2003.0905943524838,1985.6519949615395
군산시,제과음료업,981.4877962794084,1221.9286764324806
군산시,골프장,510.9776711654742,545.4695550467943
군산시,기타숙박,372.0747574740692,314.0801087480066
군산시,뷰티,187.23813590973916,185.6650131116166
군산시,레저용품쇼핑,184.45884456416508,158.88254796651012
군산시,기타레저,109.48486880521298,131.75873416568155
군산시,문화서비스,66.86051839954905,65.2500911998089
군산시,여행업,0.0,0.0
군산시,호텔,15.15517779442504,9.455285005139539
군산시,캠핑장/펜션,15.393282044213954,20.48287822231396
군산시,렌터카,7.148959589763219,5.674592589549594
군위군,일반외식업,3594.9232915343273,4071.550214857526
군위군,육상운송,21091.854802343674,18763.19801105039
군위군,기타관광쇼핑,2397.4026624187613,2548.752843112369
군위군,대형쇼핑몰,2.2055707081238927,5.0113022182045475
군위군,제과음료업,317.2088341773686,342.9083973524817
군위군,골프장,2866.5101807442516,2347.348418341599
군위군,기타숙박,25.058136427317987,16.103428590348017
군위군,뷰티,36.233166031915,48.69655776471922
군위군,레저용품쇼핑,7.4355907105178565,20.606457063108817
군위군,기타레저,16.284033994283096,30.524717896031632
군위군,문화서비스,1.6714458109777535,28.281330421076607
군위군,여행업,0.0,0.0
군위군,호텔,0.0,0.0
군위군,캠핑장/펜션,4.426574200450035,5.380518045925232
군위군,렌터카,0.0,0.0
군포시,일반외식업,5238.104001746646,5261.776732563953
군포시,육상운송,1853.4149021792784,2803.0102272558256
군포시,기타관광쇼핑,2781.5692491738023,2617.415223840638
군포시,대형쇼핑몰,1564.2274505446933,1653.1857919058345
군포시,제과음료업,966.6480202785636,1007.4679332797124
군포시,골프장,181.9167343836304,166.50525092187172
군포시,기타숙박,100.72232341433961,201.84563124902036
군포시,뷰티,405.06860739432835,573.0448482158077
군포시,레저용품쇼핑,164.25162077357183,223.67182396168585
군포시,기타레저,212.9055398563903,232.73991833297674
