DPTR_REGN_NM,DPTR_REGN_DTL_NM,TOU_NUM,TOU_NUM_SQRT,TOU_NUM_RATE,DTL_TOU_NUM,DTL_TOU_NUM_SQRT,DTL_TOU_NUM_RATE
고한읍,고한읍,22255110.0,4718.0,0.0,22255110.0,4718.0,100.0
고현동,고현동,43093624.0,6565.0,0.1,43093624.0,6565.0,100.0
고현면,고현면,3365184.0,1834.0,0.0,3365184.0,1834.0,100.0
고흥읍,고흥읍,11482652.0,3389.0,0.0,11482652.0,3389.0,100.0
곡선동,곡선동,34218040.0,5850.0,0.0,34218040.0,5850.0,100.0
곡성읍,곡성읍,11947551.0,3457.0,0.0,11947551.0,3457.0,100.0
곤명면,곤명면,6951833.0,2637.0,0.0,6951833.0,2637.0,100.0
곤양면,곤양면,8643386.0,2940.0,0.0,8643386.0,2940.0,100.0
곤지암읍,곤지암읍,75994684.0,8717.0,0.1,75994684.0,8717.0,100.0
골약동,골약동,6827258.0,2613.0,0.0,6827258.0,2613.0,100.0
공검면,공검면,1826836.0,1352.0,0.0,1826836.0,1352.0,100.0
공근면,공근면,5529192.0,2351.0,0.0,5529192.0,2351.0,100.0
공단1동,공단1동,1743654.0,1320.0,0.0,1743654.0,1320.0,100.0
공단2동,공단2동,8508220.0,2917.0,0.0,8508220.0,2917.0,100.0
공단동,공단동,15323172.0,3914.0,0.0,15323172.0,3914.0,100.0
공덕동,공덕동,51996210.0,7211.0,0.1,51996210.0,7211.0,100.0
공덕면,공덕면,2547068.0,1596.0,0.0,2547068.0,1596.0,100.0
공도읍,공도읍,61406996.0,7836.0,0.1,61406996.0,7836.0,100.0
공릉1동,공릉1동,65625676.0,8101.0,0.1,65625676.0,8101.0,100.0
공릉2동,공릉2동,57872650.0,7607.0,0.1,57872650.0,7607.0,100.0
공산동,공산동,55068464.0,7421.0,0.1,55068464.0,7421.0,100.0
공산면,공산면,3125213.0,1768.0,0.0,3125213.0,1768.0,100.0
공성면,공성면,3038658.0,1743.0,0.0,3038658.0,1743.0,100.0
공음면,공음면,5352731.0,2314.0,0.0,5352731.0,2314.0,100.0
공항동,공항동,130947460.0,11443.0,0.2,130947460.0,11443.0,100.0
과림동,과림동,8590214.0,2931.0,0.0,8590214.0,2931.0,100.0
과역면,과역면,3072294.0,1753.0,0.0,3072294.0,1753.0,100.0
과천동,과천동,55333061.0,7439.0,0.1,55333061.0,7439.0,100.0
관고동,관고동,20125864.0,4486.0,0.0,20125864.0,4486.0,100.0
관교동,관교동,32070014.0,5663.0,0.0,32070014.0,5663.0,100.0
관문동,관문동,25684096.0,5068.0,0.0,25684096.0,5068.0,100.0
관산동,관산동,23637876.0,4862.0,0.0,23637876.0,4862.0,100.0
관산읍,관산읍,5172768.0,2274.0,0.0,5172768.0,2274.0,100.0
관양1동,관양1동,18840731.0,4341.0,0.0,18840731.0,4341.0,100.0
관양2동,관양2동,29776397.0,5457.0,0.0,29776397.0,5457.0,100.0
관양동,관양동,9637092.0,3104.0,0.0,9637092.0,3104.0,100.0
관음동,관음동,8139954.0,2853.0,0.0,8139954.0,2853.0,100.0
관인면,관인면,9323100.0,3053.0,0.0,9323100.0,3053.0,100.0
관저1동,관저1동,39591916.0,6292.0,0.0,39591916.0,6292.0,100.0
